7929	34	1470	0	0	0	0	0	0	0
4077	55	601	0	0	0	0	0	0	0
4077	55	601	1	0	0	0	0	0	0
4077	55	601	2	0	0	0	0	0	0
4077	55	601	3	0	0	0	0	0	0
4077	55	601	4	0	0	0	0	0	0
4077	55	601	5	0	0	0	0	0	0
4077	55	601	6	0	0	0	0	0	0
4077	55	601	7	0	0	0	0	0	0
4077	55	601	8	0	0	0	0	0	0
4077	55	601	9	0	0	0	0	0	0
4077	55	601	10	0	0	0	0	0	0
4077	55	601	11	0	0	0	0	0	0
4077	55	601	12	0	0	0	0	0	0
4077	55	601	13	0	0	0	0	0	0
4077	55	601	14	0	0	0	0	0	0
4077	55	601	15	0	0	0	0	0	0
4077	55	601	16	0	0	0	0	0	0
4077	55	601	17	0	0	0	0	0	0
4077	55	601	18	0	0	0	0	0	0
4077	55	601	19	0	0	0	0	0	0
4077	55	601	20	0	0	0	0	0	0
4077	55	601	21	0	0	0	0	0	0
4077	55	601	22	0	0	0	0	0	0
4077	55	601	23	0	0	0	0	0	0
4077	55	601	24	0	0	0	0	0	0
4077	55	601	25	0	0	0	0	0	0
4077	55	601	26	0	0	0	0	0	0
4077	55	7934	29	0	0	0	0	0	0
4077	55	7934	30	0	0	0	0	0	0
4077	55	8670	31	0	0	0	0	0	0
4077	55	7934	31	0	0	0	0	0	0
4077	55	8670	32	0	0	0	0	0	0
4077	55	8670	33	0	0	0	0	0	0
2452	41	5913	0	0	0	0	0	0	0
3979	41	2698	0	0	0	0	0	0	0
5174	4	1648	0	0	0	0	0	0	0
3200	9	5498	0	0	0	0	0	0	0
7894	55	8636	0	0	0	0	0	0	0
7894	55	8636	1	0	0	0	0	0	0
7894	55	8636	2	0	0	0	0	0	0
7894	55	1563	3	0	0	0	0	0	0
7894	55	8636	3	0	0	0	0	0	0
7894	55	1563	4	0	0	0	0	0	0
7894	55	1563	5	0	0	0	0	0	0
7894	55	1563	6	0	0	0	0	0	0
7894	55	1563	7	0	0	0	0	0	0
7894	55	1563	8	0	0	0	0	0	0
7894	55	601	8	0	0	0	0	0	0
7894	55	601	9	0	0	0	0	0	0
7894	55	601	10	0	0	0	0	0	0
7894	55	601	11	0	0	0	0	0	0
7894	55	601	12	0	0	0	0	0	0
7894	55	601	13	0	0	0	0	0	0
7894	55	601	14	0	0	0	0	0	0
7894	55	601	15	0	0	0	0	0	0
7894	55	601	16	0	0	0	0	0	0
7894	55	601	17	0	0	0	0	0	0
7894	55	601	18	0	0	0	0	0	0
3156	4	2523	0	0	0	0	0	0	0
7922	41	6856	1	0	0	0	0	0	0
5174	9	5929	1	0	0	0	0	0	0
4110	9	2052	1	0	0	0	0	0	0
