10171	34	1932	151	0	0	0	0	0	0
10171	34	1057	146	0	0	0	0	0	0
10171	34	9227	144	0	0	0	0	0	0
9690	34	4563	147	0	0	0	0	0	0
6128	34	5439	89	0	0	0	0	0	0
6128	34	5439	84	0	0	0	0	0	0
6128	34	5439	90	0	0	0	0	0	0
6128	34	5439	86	0	0	0	0	0	0
6128	34	5439	95	0	0	0	0	0	0
6128	34	5439	92	0	0	0	0	0	0
6128	34	5439	81	0	0	0	0	0	0
6128	34	5439	94	0	0	0	0	0	0
6128	34	5439	101	0	0	0	0	0	0
6128	34	5439	82	0	0	0	0	0	0
6128	34	5439	91	0	0	0	0	0	0
6128	34	5439	98	0	0	0	0	0	0
6128	34	5439	96	0	0	0	0	0	0
6128	34	5439	93	0	0	0	0	0	0
6128	34	5439	97	0	0	0	0	0	0
6128	34	5439	100	0	0	0	0	0	0
6128	34	5439	80	0	0	0	0	0	0
6128	34	5439	78	0	0	0	0	0	0
5039	34	9394	121	0	0	0	0	0	0
5039	34	8244	126	0	0	0	0	0	0
4192	34	2645	122	0	0	0	0	0	0
4192	34	1526	128	0	0	0	0	0	0
5255	34	1932	142	0	0	0	0	0	0
5255	34	1961	140	0	0	0	0	0	0
10281	34	2665	102	0	0	0	0	0	0
10281	34	2665	104	0	0	0	0	0	0
10281	34	2665	103	0	0	0	0	0	0
4985	34	2665	124	0	0	0	0	0	0
4985	34	2665	125	0	0	0	0	0	0
4985	34	2665	123	0	0	0	0	0	0
4985	34	9684	121	0	0	0	0	0	0
9517	34	9324	57	0	0	0	0	0	0
7878	34	5644	147	0	0	0	0	0	0
7878	34	5644	145	0	0	0	0	0	0
7878	34	5644	146	0	0	0	0	0	0
1432	34	4563	100	0	0	0	0	0	0
1432	34	3975	99	0	0	0	0	0	0
1432	34	4563	101	0	0	0	0	0	0
1432	34	6134	100	0	0	0	0	0	0
1432	34	3975	98	0	0	0	0	0	0
5424	34	2582	99	0	0	0	0	0	0
5424	34	2582	98	0	0	0	0	0	0
5424	34	2582	97	0	0	0	0	0	0
3949	34	1526	124	36	1723	57	2219	0	0
9422	34	6494	140	0	0	0	0	0	0
9422	34	1932	135	0	0	0	0	0	0
8189	34	1778	149	0	0	0	0	0	0
8189	34	2592	147	0	0	0	0	0	0
8562	34	3372	67	0	0	0	0	0	0
8562	34	3372	70	0	0	0	0	0	0
8562	34	3372	69	0	0	0	0	0	0
8562	34	3372	66	0	0	0	0	0	0
8562	34	3372	68	0	0	0	0	0	0
8562	34	3372	71	0	0	0	0	0	0
7591	34	4563	144	0	0	0	0	0	0
7591	34	946	152	0	0	0	0	0	0
7591	34	7298	143	0	0	0	0	0	0
8566	34	4861	150	0	0	0	0	0	0
8566	34	4861	151	0	0	0	0	0	0
8566	34	4563	154	0	0	0	0	0	0
8566	34	4563	155	0	0	0	0	0	0
8566	34	4861	153	0	0	0	0	0	0
8566	34	4861	152	0	0	0	0	0	0
1162	34	1057	132	0	0	0	0	0	0
1162	34	1507	129	0	0	0	0	0	0
1162	34	1057	130	0	0	0	0	0	0
1162	34	1057	133	0	0	0	0	0	0
1162	34	1057	134	0	0	0	0	0	0
1162	34	1057	131	0	0	0	0	0	0
1675	34	9882	108	0	0	0	0	0	0
1675	34	4563	115	0	0	0	0	0	0
1675	34	4563	113	0	0	0	0	0	0
1675	34	4563	116	0	0	0	0	0	0
1675	34	4563	118	0	0	0	0	0	0
1675	34	4563	117	0	0	0	0	0	0
8243	34	4735	110	0	0	0	0	0	0
8243	34	4735	112	0	0	0	0	0	0
8243	34	4735	111	0	0	0	0	0	0
5474	34	1865	144	57	7883	36	1371	0	0
5302	34	4735	126	0	0	0	0	0	0
4919	34	9684	127	0	0	0	0	0	0
4919	34	1904	131	0	0	0	0	0	0
4919	34	9684	124	0	0	0	0	0	0
4919	34	9684	125	0	0	0	0	0	0
