0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	54	11618	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	8	14154	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	8	18780	56	2273	21	19038	3	11492	0	0	0	0	0	0	0	0
5	3	13193	18	12086	0	0	0	0	0	0	0	0	0	0	0	0
6	54	12887	64	16874	0	0	0	0	0	0	0	0	0	0	0	0
7	64	11888	54	14285	0	0	0	0	0	0	0	0	0	0	0	0
8	64	18867	54	18093	0	0	0	0	0	0	0	0	0	0	0	0
9	64	19911	11	10810	54	13341	68	17764	0	0	0	0	0	0	0	0
10	54	19691	30	15916	0	0	0	0	0	0	0	0	0	0	0	0
11	8	11594	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	64	19583	54	16690	68	15895	0	0	0	0	0	0	0	0	0	0
13	64	19960	54	10855	0	0	0	0	0	0	0	0	0	0	0	0
14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	54	15639	64	15933	0	0	0	0	0	0	0	0	0	0	0	0
16	8	12552	44	17155	0	0	0	0	0	0	0	0	0	0	0	0
17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	54	15359	64	16424	30	18879	0	0	0	0	0	0	0	0	0	0
19	8	17379	44	19693	0	0	0	0	0	0	0	0	0	0	0	0
20	8	19286	18	17007	0	0	0	0	0	0	0	0	0	0	0	0
21	40	17742	37	17513	68	10860	11	10637	64	13645	0	0	0	0	0	0
22	64	16324	54	11917	0	0	0	0	0	0	0	0	0	0	0	0
23	28	18740	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	11	19470	64	20291	54	15954	0	0	0	0	0	0	0	0	0	0
25	54	10827	64	10772	0	0	0	0	0	0	0	0	0	0	0	0
26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	8	19941	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	28	17157	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	30	13179	54	17498	0	0	0	0	0	0	0	0	0	0	0	0
30	64	20427	30	10371	54	12146	0	0	0	0	0	0	0	0	0	0
31	30	12692	54	14699	0	0	0	0	0	0	0	0	0	0	0	0
32	54	15392	64	15622	37	11538	40	16739	68	15333	0	0	0	0	0	0
33	6	14380	54	15217	0	0	0	0	0	0	0	0	0	0	0	0
34	64	10646	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	54	19144	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	3	11703	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	8	13977	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	8	12593	3	14708	0	0	0	0	0	0	0	0	0	0	0	0
39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	54	19262	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41	64	16810	6	12959	18	12942	54	13680	0	0	0	0	0	0	0	0
42	11	15892	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43	64	18840	54	15023	0	0	0	0	0	0	0	0	0	0	0	0
44	8	11292	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45	64	11760	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47	25	14223	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48	54	13276	25	17420	0	0	0	0	0	0	0	0	0	0	0	0
49	64	15903	54	12215	0	0	0	0	0	0	0	0	0	0	0	0
50	64	15343	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51	8	11131	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52	54	15255	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54	54	18303	37	12699	6	11809	11	12198	68	13045	0	0	0	0	0	0
55	18	15048	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
58	8	19693	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59	28	10455	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60	64	10506	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61	8	19697	23	13490	29	10542	18	14044	0	0	0	0	0	0	0	0
62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63	44	19817	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66	56	14850	47	16053	60	16053	0	0	0	0	0	0	0	0	0	0
67	8	19489	23	13116	0	0	0	0	0	0	0	0	0	0	0	0
68	8	13821	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69	37	15788	40	17169	0	0	0	0	0	0	0	0	0	0	0	0
70	18	13025	37	20197	54	20570	6	13845	0	0	0	0	0	0	0	0
71	6	15306	54	20724	0	0	0	0	0	0	0	0	0	0	0	0
72	64	15769	54	17750	0	0	0	0	0	0	0	0	0	0	0	0
73	8	19047	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74	64	12884	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75	64	11985	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76	37	17974	6	19654	11	13493	54	12746	68	17519	0	0	0	0	0	0
77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78	54	13413	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80	54	12168	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81	30	14426	54	17053	37	19672	40	17975	0	0	0	0	0	0	0	0
82	37	15802	68	18519	54	14046	0	0	0	0	0	0	0	0	0	0
83	64	6925	40	18300	37	12566	0	0	0	0	0	0	0	0	0	0
84	54	19831	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85	54	12278	0	0	0	0	0	0	0	0	0	0	0	0	0	0
86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87	18	18336	64	15700	0	0	0	0	0	0	0	0	0	0	0	0
88	16	47	8	16743	28	13945	0	0	0	0	0	0	0	0	0	0
89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	54	16516	0	0	0	0	0	0	0	0	0	0	0	0	0	0
91	11	11052	54	11435	0	0	0	0	0	0	0	0	0	0	0	0
92	54	20059	30	13326	0	0	0	0	0	0	0	0	0	0	0	0
93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
94	8	12552	44	14676	0	0	0	0	0	0	0	0	0	0	0	0
95	64	14028	54	16925	11	15339	0	0	0	0	0	0	0	0	0	0
96	54	17394	0	0	0	0	0	0	0	0	0	0	0	0	0	0
97	6	13685	64	11985	54	18460	0	0	0	0	0	0	0	0	0	0
98	64	19820	18	12267	6	16159	0	0	0	0	0	0	0	0	0	0
99	8	11292	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100	8	11292	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101	30	17353	54	19962	64	20320	0	0	0	0	0	0	0	0	0	0
102	11	13345	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103	8	20856	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105	54	11126	64	11283	0	0	0	0	0	0	0	0	0	0	0	0
106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107	8	17028	0	0	0	0	0	0	0	0	0	0	0	0	0	0
108	54	16285	64	14381	0	0	0	0	0	0	0	0	0	0	0	0
109	64	14291	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110	64	14620	54	11533	0	0	0	0	0	0	0	0	0	0	0	0
111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112	54	19960	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113	64	19984	0	0	0	0	0	0	0	0	0	0	0	0	0	0
114	54	20883	37	13724	0	0	0	0	0	0	0	0	0	0	0	0
115	25	13895	64	10709	0	0	0	0	0	0	0	0	0	0	0	0
116	29	18310	0	0	0	0	0	0	0	0	0	0	0	0	0	0
117	64	11166	54	14073	0	0	0	0	0	0	0	0	0	0	0	0
118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
119	64	20706	54	20770	0	0	0	0	0	0	0	0	0	0	0	0
120	8	14630	48	16532	0	0	0	0	0	0	0	0	0	0	0	0
121	11	19209	54	13595	0	0	0	0	0	0	0	0	0	0	0	0
122	8	19286	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123	8	19489	29	14667	0	0	0	0	0	0	0	0	0	0	0	0
124	16	5240	56	17251	0	0	0	0	0	0	0	0	0	0	0	0
125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
127	54	11016	64	17252	0	0	0	0	0	0	0	0	0	0	0	0
128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
130	64	14838	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131	64	14118	54	19946	37	14011	0	0	0	0	0	0	0	0	0	0
132	54	12028	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133	64	11883	54	16976	0	0	0	0	0	0	0	0	0	0	0	0
134	37	14053	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135	18	14458	54	10792	30	11875	0	0	0	0	0	0	0	0	0	0
136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
137	64	20045	54	14102	0	0	0	0	0	0	0	0	0	0	0	0
138	54	10398	0	0	0	0	0	0	0	0	0	0	0	0	0	0
