0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	113	20672	47	13064	144	22346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	47	23088	120	17963	113	20672	144	22649	31	19388	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	113	13443	61	16878	128	12847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	113	17488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	113	14866	114	22427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	113	20672	47	23344	144	13567	31	20501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	113	21232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	113	806	43	18367	38	23243	114	19064	53	18812	128	16880	0	0	0	0	0	0	0	0	0	0	0	0
10	113	20672	47	12577	144	21388	31	16994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	113	19310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	113	23685	114	22093	43	20618	128	13965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	113	20848	128	15173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	113	14866	114	15311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	113	23685	114	23822	38	19188	128	15498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	114	23860	113	23685	43	15103	38	22173	128	16977	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	61	21919	113	22303	128	14991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	113	18127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	113	19310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	113	13594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
